,Review,Calification
465,"Es literalmente el PEOR profesor que he tenido en toda mi vida, no enseña nada y uno termina aprendiendo por cuenta propia",1.5
466,"Un profesor con parciales faciles pero con el que apenas se aprende, si ya sabe todo lo necesario para cursar su clase ya pasa, de lo contrario inscriba con otro",2.5
467,"LO MALO:
La verdad, en clase no explica muy bien, su nivel de voz es muy bajo, va muy rápido y digamos que enseña y se expresa como para un público con conocimientos avanzados, por ende a la gran mayoría se le dificulta entender y más si son de carreras poco afines a las matemáticas; es complicado ir al ritmo de su lógica; si no eres tan bueno se t...Leer más...Pros: Puntual
Chistoso en clase
Amable
Ofrece alternativas (talleres, quices, notas de asistencia) para mejorar las notas.Cons: Si hay uno o dos estudiantes que le entienden y le participan, él parece que le dictara clase sólo a ellos y rige el ritmo de aprendizaje y avance de los demás conforme a esos pocos.",3.7
468,"Al parecer no tiene mucha experiencia en la docencia. No enseña bien y habla muy bajito, no crea un ambiente abierto para preguntas. Pero es relajado y buena onda.Pros: Se puede dejar alta
hace muchos quices que se puede dejar en 5
chistoso
Cons: No enseña bien
habla bajito
no aprendí nada
llega tarde",2.8
469,"El profesor suele ser relajado en cuando a la clase principal se refiere, un ejemplo de esto es que yo hablaba mucho, nunca saqué el cuaderno para tomar apuntes, llegaba tarde y el nunca me reclamo por nada de esto (Un gracias por eso mismo), esa es una cosa buena que lo caracteriza, una mala es que su manera de explicar es demasiado mala, ya que n...Leer más...Pros: - Es bastante relajado con el tema diciplinar de la clase, le importa solo lo académico.
- A veces hace ""chistes"" por decirlo así. 
Cons: - No explica nada bien.
- Los parciales son bastante complicados, aunque al menos sale lo que ves en clase.
- Si quieres reclamar por alguna nota es muy difícil que el haga algo al respecto. 
- Perdió demasiados talleres, en mi caso le entregue absolutamente todos, los califico con nota de 5.0 la gran mayoría y en el SIA apareció que no había entregado ninguno, intente reclamar por esto pero se defendió con decir que iba a mirar el ""Excel"", me hizo a un lado y nunca soluciono el error. No me moleste en reclamar ya que de todas formas el promedio me quedo alto.

",3.7
470,"Muy buena opción, los parciales salen de los talleres que deja o los ejercicios que explica en clase, si se estudia a conciencia se deja bastante alta, explica lo que pregunta y en general se aprende bastante si se acostumbra al ritmo del profesorPros: Es facil de dejar alta.
El profesor es muy amable.
Parciales trabajables.
Se preocupa porque sus estudiantes entiendan.
Es abierto a reclamos por notas.Cons: A veces llega tarde.",5
471,"De los mejores profesores que he tenido. Aunque aveces explica muy rápido siempre recuerda temas anteriores para que uno pueda entender el siguiente. Deja muchas posibilidades para subir nota, hace curvas y los parciales salen de un taller que deja para estudio o puntos que resuelve en clase.Pros: Explica bien. 
Se deja alta.
Es muy amable.
Chistoso.Cons: No es puntual. 
A veces explica muy rápido.
",5
472,"Es un poco difícil entenderle a este profesor, no es porque sea mal profesor, de hecho es muy bueno y sabe demasiado, sino porque enseña como si estuviera hablando con un grupo de estudiantes experimentados que ya vieron esa materia, es decir, se salta los pasos al explicar ejercicios de los temas que explica, asumiendo que uno ya sabe lo que él es...Leer más...Pros: Trabajos sencillos
Parciales trabajables
Muy buena actitud para enseñar en clase
Es gracioso a vecesCons: A veces habla con un tono de voz muy bajo 
Explica de una manera compleja por lo cual no se le entiende mucho.
",3.5
473,"Es una buena profesora se nota que sabe bastante, la clase se realiza desde una tablet que es como el tablero de ella, explica bien y realiza ejercicios de lo que explica los parciales son algo largos pero trabajables califica suave no estan estricta si hay errores pequeños, regala bonos en el ultimo parcial y practicamente la nota de talleres 25% es un regalo.Pros: todas las clases las sube a un drive en formato pdf para poder estudiar.
Es muy amable y trata de resolver las dudas para que se aprendaCons: llega tarde a clase 20 min o mas 
Es desordenada con las calificaciones y se demora en entregar los parciales 
en ocaciones va rápido con los temas ",4.5
474,"Es una profesora muy buena. demuestra sus conocimientos en matemáticas, haciendo ver la materia muy fácil. 
Explica por medio de una tablet que proyecta en video beam (que para mi a veces era cansón o un poco aburrido porque a veces uno pierde el hilo).
Las clases son claras, explica el tema de una forma muy clara y amena que es muy entendible por ...Leer más...Pros: 1) sube las clases
2) Es buena gente
3) es amigable además de hablar con los estudiantes de cualquier tema (desde que no interrumpa la clase)
4) Muy buena explicación y dominio de tema. (saca procesos muy asperos para desarrollar los ejercicios)
5) Se aprende mucho, incluso demasiado.
6)Ayuda a los estudiantes con las notas.Cons: 1) a veces llega tarde por tener clases en otra universidad.
2) se demora mucho en calificar, y más para entregar las notas
3) Es un poco desordenada
4) los parciales pueden ser a veces complejos, pero no imposibles.",4.2
475,"Considero que va muy rápido y no explica en profundidad los temas. Se guía mucho de un texto por lo tanto si uno estudia por su cuenta puede obtener buenos resultados.Pros: Es una persona respuetuosa con los estudiantes.Cons: Llega tarde.
A veces es algo conchuda pues contesta el celular en clase.",3
476,"Es una docente excelente, explica de tal manera que se entiende, y hace bastantes ejemplos (usualmente sacados del Stewart), además califica suave, y deja bastantes trabajos y uno que otro bono para parciales. Es muy amable, y hace lo posible para que sus estudiantes no pierdan. Dicta clase en otra universidad, y esto puede provocar que a veces llegue tarde. Pros: Amable, buen dominio del tema.Cons: Un poco desordenada, a veces va muy lento.",4
477,"La docente es excelente y domina muy bien las matemáticas.Pros: Deja talleres y actividades como ayuda para subir notas.Cons: Entrega tarde los talleres y parciales.
Aveces llega tarde a las clases",4
478,"Pros: Sabe explicar el tema.
Realiza un Pre-Parcial que es de gran ayuda.

Cons: Entrega tarde los parciales. 
",4
479,"Pros: Sube las clases 
Casi no tiene en cuenta la asistencia Cons: Es muy desordenada
Llega tarde a clase
Se demora en calificar
Los parciales son complejos ",1.5
480,"
2.6
Sus métodos son bastante obsoletos, por no decir escueleros. Cuando no está en ese plan, por lo usual no prepara clases, uno se pierde definitivamente tomando un curso con él y más que el se ofrece a dar son cursos introductorios!. Tengo incluso constancia de mi trabajo como monitor que los chicos que me llegaban por dudas en diferencial/linea...Leer más...Pros: - Es fácil pasar con él, si uno estudia por su cuenta
Cons:  - Pésima pedagogía 
- No prepara clases
- Llega tarde",1.6
481,"Si ya sabe cálculo diferencial o está repitiendo, es una excelente opción, ya que sus parciales son demasiado fáciles. Si no la ha visto, no lo recomiendo, porque va a quedar con muchos vacíos y como no explica bien, va a ser más complicado pasarle. No me pareció buen profesor, en absoluto y solo lo recomendaría en los casos del principio.Pros: -Deja talleres para estudiar
-Sus parciales son excesivamente fáciles
-Regala algunos puntos por ejercicios en claseCons: -Explica muy mal
-Se enreda y se equivoca muy seguido
-Habla muy bajo y no sabe usar un micrófono",2.5
482,"Su manera de explicar es bastante mala.Cons: No se le entiende al hablar, voz demasiado suave y en salones grandes es un problema.",1
483,"Si se facilita la materia recomendable pero si no hay que ser autonomosPros: Deja talleres para estudiar
Hace trabajos en clase 
No tareasCons: Llega tarde
Tarda mucho en  las explicaciones
",3
484,"Mal profesor, se enreda explicando temas elementales en una materia de primer semestre, se nota que no prepara sus clases a pesar de que lleva varios semestres dictando el mismo curso. Tampoco brinda ejercicios de talleres ni hace realimentación de los quices que hace. Eso sí, califica suave, así que si puede prepararse por su lado, puede dejarse alta.Pros: Califica suaveCons: Se enreda mucho al explicar porque no prepara las clases
Suele llegar tarde",2.5
485,"Si quiere pasar, este es su profesor, no se aprende casi, pero los parciales y quices son sencillos, deja un taller con ejercicios para estudiar y responde preguntas, es comun que se equivoque, pero se deja hablar y corrigePros: Fácil pasar
Talleres para estudiar
Trabajos en grupo
Responde preguntas
Amable
Cons: No  explica bien
Es común que se enrede solo
",4
486,"Sus explicaciones son muy enredadas, pero es bueno respondiendo dudas aparte y cuando es en grupos más pequeños. Es un poco desorganizado con la clase y siempre llega muy tarde pero cumple con las fechas estipuladas. Sus parciales y quices son bastante fáciles. Deja talleres para entregar en grupo. Es mejor estudiar bastante de forma autónoma si se quiere aprender y no quedar con ""huecos"".Pros: Es fácil si ya se sabe algo del tema o se es repitente. Cons: Habla muy bajito.
Explica enredado. 
Puede preparar más las clases.
Es super impuntual.",3.2
487,"Su principal defecto es su deficiente forma de explicar. Explica demasiado rápido y no se le entiende nada. Asume que ya sabemos temas y conceptos que va a explicar, es decir, como si fuera un ""repaso"". No explica el porqué de las cosas sino que se limita a realizar ejercicios como ejemplo en los que incluso él se confunde.
Requiere mucho estudio a...Leer más...Pros: - Es buena persona y explica dudas a quien le pregunta.
- Los parciales no son complicados si se estudia de forma autónoma.
- Los quices son ejercicios que se realizan en grupo.
- En la calificación de evaluaciones valora parte del procedimiento hecho.Cons: - No se le entiende cuando explica.
- Uno siente que está perdiendo el tiempo cuando se está en sus clases.
- Requiere mucho estudio autónomo.",2.3
488,"Muy mal profesor, se enreda con facilidad, se le nota poco interés por enseñar. Uno no aprende nada en clase toca puro aprendizaje autónomo. Es muy incumplido para llegar a clasePros: Es fácil pasarCons: No enseña nada
Es muy incumplido ",1.5
489,"No se aprende nada con él, realmente toca estudiar del libro directamente si se quiere aprender. Pero sirve para subir el PAPA.Pros: Es ""sube PAPA""Cons: No se aprende nada",1.5
490,"Algo mediocre en las explicaciones y en el temario en general, dedica la clase a pasar por todos los temas con al menos algún ejemplo, que se le agradece, pero al ser tan breve, su carácter y forma de enseñar es reducida para lo esperable en un curso introductorio. Las recomendaciones serían: seguir el libro guía, hacer todo taller que deje y estar...Leer más...Pros: Posiblemente claro para muchos, además que los parciales y quizes son muy pasables. Los ejemplos son ilustrativos y está abierto a preguntas tanto en clase como fuera de ellas, especialmente esto ultimo aprovecharlo al máximo por si cualquier duda, pues explica muy bien individualmente.Cons: Cumple solo lo necesario, es insatisfactorio eso en este curso. Habla bajo y se enreda en ocasiones, no recomendado del todo si lo que se quiere es aprender bien bien.",3
491,"Lo mejor es no ir a sus clases y estudiar por cuenta propia. Explica todo a la ligera, no es claro, se enreda bastante y no se le escucha. Si se estudia por cuenta propia es posible dejar la materia con nota alta. Cons: Impuntual
No explica bien
",2.5
492,"Mal profesor, habla para si mismo, muchas veces se enreda él sólo y a veces pareciera que no preparara las clases. Calificando es muy escuelero.",1.5
493,"Es un profesor que valora la iniciativa del estudiante. Tuvo en cuenta la participación en clase y brindó tutorías en los horarios de atención a estudiantes.
La clave para aprobar con él es ser un estudiante activo, tanto en clase como en el estudio autónomo.Pros: Los parciales no son imposibles. Valora iniciativaCons: Toca estar muy atento para no perderse en ningún detalle de sus explicaciones.",3.5
494,"Sugiere aprendizaje autónomo, no dicta muy bien pero los parciales son sencillos y no intenta rajar a los estudiantes.Pros: Excelente manejo del tema, parciales sencillos, se puede dejar alta.Cons: No sabe dictar una clase.",4
495,"Mal profesor, no explica, habla hacia el tablero , su letra pequeña y su voz baja conlleva un problema en salones grandes, se enreda con facilidad, para resolver sus parciales mucho estudio autonomo ",2.5
496,"Buen profesor, explica lo justo  y necesario para estudiantes de ingeniería.Pros: Califica justamente los parciales.
Da bonos con talleres de hasta 5 décimas para los dos primeros parciales.
Los talleres contienen la temática para el parcial.Cons: Se le entiende poco en clase debido al manejo del español.
Los talleres son bastante extensos, como de 50 puntos.
Se requiere de mucho estudio autónomo.",4.6
497,"Es un profesor singular por su forma de hablar y la manera en que dicta las clases. Habla mucho de cómo es la vida en Rusia y de la época soviética. Eso es chévere pero a veces, por hablar tanto sobre la URSS no dicta lo suficiente acerca de la asignatura, y eso, sumado a que habla un poco despacio y con un marcado acento ruso, te deja medio perdid...Leer más...Pros: Los talleres que deja ayudan en nota.
Si te va bien en los primeros parciales te exonera de presentar el último pero tienes que presentarle un taller.Cons: Sus talleres son muy largos.
No pronuncia bien muchas palabras en español :(",4
498,"Es un excelente profesor, aun cuando la mitad de las clases se la pasa hablando sobre la gran rusia y como era la vida por alla, no domina muy bien el español pero se da a entender, califica suavemente los parciales y en ellos solo evalua lo que se vio en clase y hace ejercicios similares a los de clase. Pros: Facil
Se aprende lo basico y necesarioCons: Puede divagar mucho hablando sobre rusia",5
499,"No me parece una buena docente. 
Recalca la importancia de la materia y se nota el gusto por las matemáticas, pero no lo transmite de manera correcta. Los parciales son muy complejos, los talleres son extensos y no tiene horario de atención, por lo que todo lo tiene que solucionar el estudiante por su cuenta.
Pide los talleres en latex y me parece ...Leer más...Cons: -Talleres largos y en latex. 
-Parciales complejos.
-Muchas demostraciones.",1.5
500,"Es muy buena profesora, aprovecha muy bien la clase y se esfuerza porque sus estudiantes le cojan gusto a la materia, explica claro y conciso, es muy puntual, sus parciales son dificiles pero se pueden pasar si hace todos los talleres.Pros: Explica muy bien
Buena gente
PuntualCons: Parciales para rajar gente
Es de 7am
",4.3
501,"En cálculo multivariable se alocó exigiendo a lo loco y preguntando cosas que ni explico, nunca hizo siquiera una sesión de preguntas y tampoco contestaba correos ni nada Pros: nadaCons: todo no metan con ella ",1.5
502,"No me gusto, vi algebra lineal y calculo vectorial con ella y la verdad no sali con buenas bases, sus talleres son excesivamente complejos y sus parciales también, cuando llegué a ecuaciones diferenciales tenia muchos vacios conceptuales debido a que es demasiado demostrativa y a veces no es muy claraCons: parciales y talleres dificiles ",1.5
503,"Es amable y le encanta lo que hace, lo cual lo transmite a sus estudiantes, aunque es muy estricta y exigente con la puntualidad; que si se llega tarde así sean dos minutos uno llega ya perdido a la clase. Hay que llegar 5 min antes. Pros: Explica bien, ilustra con ejemplos y aplicaciones interesantes.Cons: Talleres muy largos y difíciles, de los cuales hace los parciales muy similares.",4
504,"Pros: Ama las matemáticas y hace que los estudiantes le tomen gusto, esto hace que las clases sean muy amenas y que sus explicaciones sean excelentes.Cons: Requiere bastante dedicación, ya que sus talleres son complejos.",4
505,Es una buena profesora de los talleres que deja en clase saca los parciales y los quices y asi mismo responde dudas Pros: Responde dudas y explica de manera sencillaCons: No regala nota ni ayuda en la mayoria de casos ,4
506,"Profesora bastante complicada, le gusta hacer sustentaciones en grupo en donde de una sola persona depende la nota de los demas lo que me parece injusto.Pros: Buena manera de explicar.Cons: Parciales complicados, sustentaciones de grupo y quices sorpresas.",2.8
507,"Pros: -Llega temprano a clase
-Quices entretenidos
-Un bono durante el curso.Cons: -Maneja el curso sólo con diapositiva ( no utiliza el tablero.)
- En los parciales aparecen ejercicios que nunca ha explicado en sus diapositivas
-Demasiadas demostraciones
- Rapida en la enseñanza 
-Talleres extensos",1.5
508,"Excelente profesora, es verdad que puede ir rápido pero si le pide que se devuelva lo hace y le vuelve a explicar con todo el gusto, es totalmente abierta a preguntas y horarios de atención. Al tener diapositivas es que le rinde aún más la clase, los quices con ella fácilmente puede dejarse en 5 pues deja puntos positivos, le aconsejo que no tome a...Leer más...Pros: Diapositivas, puntos positivos (3 equivalen a un 5 en un quiz)
Buena relación
Cons: Irónicamente las diapositivas para quien no puede ver el curso sin tomar sus propios apuntes ",4.5
509,"Pros: Da mucho tiempo de ayuda en las horas de consutaCons: Se va mucho del hilo de la clase por las preguntas que hacen los demás estudiantes, aveces incluso adelantándose temas.

En el parcial aparecen temas que no explico en clase sino que aparece en las fotocopias.",3.5
510,"Explica muy bien y a pesar de que sus clases las maneja con diapositivas no me parece un método malo , inclusive el estudiante puede revisar la clase en el moodle paso por paso como ella la dicto en clase.Pros: Explica bien y usa buenos recursos y ejemplos , da un bonus para nota de quizesCons: parciales muy dificiles o muy largos ",4
511,"Excelente maestra para álgebra lineal y calculo integral, a veces puede ir un poco rápido, pero nunca se niega a volver a explicar, muy buena persona y docentePros: Usa diapositivas muy ilustrativas y explica muy bien los temasCons: Los parciales y quices y talleres son muy largos, pero en medio de todo salen de lo que ella ha explicado ",4.9
512,"Es una buena profesora, da un 25% en solo quices y tareas no muy complicadas, es cortés con el trato del estudiantes.Pros: Deja un 25% de solo quices y tareas
Trata de recordarles a los estudiantes los errores usuales en los parciales
Da bastante material de ayudaCons: Se limita a solo diapositivas",4
513,"Maneja bibliografias de textos muy técnicos, desarrolla el curso de una manera diferente a los demás. Hace pocos ejercicios y demasiadas demostraciones las cuales se ven reflejadas en los parciales.Pros: ninguno.Cons: -Desarrolla el curso con diapositivas con bibliografias poco usuales.
-Muy pocos quices, solo hace uno antes de cada corte el cual es muy largo y muchas demostraciones.
-Parciales muy difíciles, extensos y demasiadas demostraciones. ",1.5
514,"Es una de las mejores profesoras con las que he tenido clases. Es muy organizada, abarca todos los temas, es amable, a veces va un poco rápido pero si los estudiantes le dicen que explique un poco mas lento ella lo hace. 
Muchos dicen que sus parciales son difíciles, pero si uno hace los talleres con juicio uno la puede dejar alta.

Pros: Organizada.
Explica muy bien, sintetiza la info.
amable.
abarca todos los temas.",5
515,"Es una profesora muy organizada con los temas que dicta en clase, pero toca estudiar mucho tiempo extra y asistir a los horarios de atención si se quiere tener una nota alta. Permite una participación abierta en clase y en mi caso, en cada corte, la profesora hacía actividades (quizzes, talleres, demostraciones) para recibir puntos de bonificación ...Leer más...Pros: Permite la participación en clase, presta muchas horas como horario de atención, hace actividades de bonificación que suelen ayudar bastante, es organizada y entrega los parciales a tiempoCons: Toca estudiar mucho tiempo y por el tipo de parcial, no siempre se obtiene la nota esperada",4.8
516,"Una profesora que se le nota la pasión por las matemáticas, y logra llevar esa actitud de forma satisfactoria a la clase.Pros: Explica bien
Es comprensible con las peticiones de los estudiantes
Muy atenta y complida con sus horarios de consulta
Los talleres son muy afínes 
Los parciales suelen tener una bonificaciónCons: Se requiere estudiar muchos temas no vistos en clases.
La nota final se basa 100% en parciales
Se exáspera si en grupo le pregunta más de una vez preguntas similares (ignorando si se dió a entender bien o no)",4.6
517,Es una excelente profesora. Es muy exigente pero si uno le trabaja con juicio y va a su horario de atención puede dejar la materia alta. Ella suele dictar para ingenierias por su nivel de exigencia pero yo que soy de farmacia logré inscribir con ella y siento que aprendí muchisimo,5
518,"Una pésima docente, si bien se ve que sabe de la materia, y cualquier pregunta que se le plantea la puede resolver, no sabe enseñar. Si se quiere aprender con ella se necesita más tiempo del que realmente está asignado para la materia y contar con el tiempo para ir a las asesorías, dónde si enseña como se debe. 
En clase se va por las ramas, soluci...Leer más...Pros: -Puntos de participación.
-Asesorías muy completas.Cons: -Talleres extensos y complicados.
-No utiliza tablero, sólo diapositivas.
-Demasiados temas por clase. 
-Ejemplos muy sencillos en clase y parciales muy complejos para lo que se enseña.",2
519,"Es buena explicando y siempre está dispuesta a resolver las dudas de los estudiantes, se aprende bien y lo necesario con ella; aunque depende mucho, demasiado, de las diapositivas. Cuando copia en el tablero es extremadamente desorganizada. Sus comentarios a la hora de calificar tienden a ser un poco agresivos, y hay ocasiones en que no es 100 % objetiva con la calificación.Pros: Deja ejercicios para subir la nota de quices, se puede dejar alta esta nota.
Explica bien.
Tiempo para asesorías.Cons: Suele llegar tarde.
Depende de las diapositivas.
Desorganizada.
Sus clases tienden a ser aburridas.
Se enreda cuando algún estudiante le pregunta algo en clase.",3
520,"No sabe explicar tan bien. Califica demasiado mal (En un parcial y tres quizes tuve que reclamar porque ya que califico erróneamente, tanto así que al final me subió media unidad aprox en cada uno después del reclamo) Los parciales son largos y algo difíciles. Se apoya mucho de las diapositivas y no ""enseña"" realmente. Y no da nada de ayudas, absol...Leer más...",2.5
521,"La profesora da tiempo para preguntarle en la oficina, parciales difíciles, pero quizzes para subir la nota de la materia.Pros: Tiene buena disposición",4.3
522,"Pros: 1. Quices trabajablesCons: 1. Durante el curso se dedica a demostrar.
2. clase no muy amena.
3. talleres super largos
4. Parciales difíciles
5. Dicta los temas demasiado rápido
",1.5
523,"Es una excelente profesora, sabe demasiado, explica bien aunque a veces va muy rápido (si uno le dice que vaya más lento lo hace), es muy comprensiva y da mucho tiempo para tutorias a parte con ella. Da bonos para quices y es fácil llegar a dejarlos en 5 lo cual ayuda bastante puesto que sus parciales si son difíciles. Si se hace los talleres compl...Leer más...Pros: Comprensiva
Da bonos o tareas para que quices queden en 5
Califica en forma justa
Se aprende bastanteCons: Parciales y quices complejos y largos
Talleres un poco extensos para estudiar",4.5
524,"Explica bien los temas que corresponden porque se le nota que el gusta lo que hace, ademas usualmente está disponible para los estudiantes.Pros: Explica muy bien.
Deja un buen de trabajo.
Cercana a los estudiantes.
Al final de curso deja como 1000 tareas para levantar nota.Cons: Aunque no sea una contra del todo, no es para nada facil pasar.",5
525,"No me gustó la manera como dicta la clase porque al usar diapositivas, no me parece que se de a entender muy bien. Sus parciales son bastante largos y muchos de los ejercicios que allí aparecen son casi los mismos que ella pone en los talleres. No es fácil pasar con ella, pero con estudio autónomo se puede pasar sin problema.  Pros: -Está dispuesta a resolver todas las dudas que uno tenga en sus horarios de consultaCons: -Parciales largos
",3
526,"La verdad no me conectaba con las clases de el, explica demasiado rápido. Iba a mil y no se percataba de que los estudiantes fueran a la par. No es mal profesor, pero considero que hay que tener algo de conocimientos previos bien definidos para ir a la par con el. Pros: Es muy buena gente. 
Sabe muchisimo.Cons: Le falta como profesor, muchos coincidíamos en que no sabia enseñar tan bien. ",3
527,"Pros: Ayuda, enseña lo necesario, no es de rajar. Envía lo visto en clase en un archivo escrito por él, para repasar, es amableCons: Va un poco rápido, no hace muchos ejercicios en clase, da más demostraciones de las que debería para ingeniería",4
528,"Buen profesor pero la mayoría de veces él presupone que los estudiantes debemos tener buenos conocimientos previos de algunos temas, que aunque no hacen parte del programa, son fundamentales para un buen aprendizaje.",4
529,"Es un buen profesor pero la clase era muy tediosa, va rápido, se aprende siempre y cuando uno esté conectado con la clase. Lo mejor es complementar las clases con mucho estudio autónomo. Manda correo con resúmenes de las clases y deja tareas. Pros: Enseña ""trucos""matematicos
Hace divertida la clase

Cons: Va muy rápido
Es un poco desordenado ",3.9
530," Vi 3 materias con él y es un excelente profesor. Es muy amable y tiene un conocimiento brutal. Explica muy bien, aunque no hace casi ejercicios en clase. Sus quices y talleres son demasiado sencillos, los parciales de igual manera son fáciles y en ocasiones da muchos bonos.Pros: Responde muy rápido dudas por correo.Cons: Si es en auditorio es muy aburrida la clase porque es muchísima gente.
Debería ser profesor de planta para tener oficina.",5
531,"Es amable y cordial con sus estudiantes, agrega como ""datos cursiosos"" sobre aplicaciones de lo que enseña. Usa diapositivas y GeoGebra.Pros: Explica bien, parciales trabajables que salen de los talleres y ayuda bajo cierto criterio.Cons: Si la clase es en auditorio se hace algo aburrida e incómodo resolver los parciales por falta de espacio.",4.5
532,"Uno de los mejores profesores de la universidad, resuelve todas tus dudas (enseño las reglas aritméticas básicas el primer día de clase), es gracioso y es muy fácil entenderlPros: Quizzes extremadamente faciles te regala 25% de la nota Cons: Los parciales tienen mucho más nivel que los ejercicios que hace en clase y en los quizzes ",5
533,"Es un profesor que se deja hablar, muy colaborativo.
Avanza muy rápido en los temas sin proponer ejercicios para que el estudiante resuelva solo. Suele ir a matar en los parciales.",4.2
534,Uno de los mejores profesores con los que usted puede inscribir una materia de matemáticas.,5
535,"Sabe bastante del tema. Resuelve todas las dudas que uno tenga, siempre y cuando uno pregunte. Su explicación es organizada y rara vez usa apuntes, además usa simulaciones en GeoGebra y Matlab. En general me pareció muy bueno, explica los temas de manera intuitiva, aunque si a ud le cuesta el tema, los libros lo pueden ayudar a seguirle el paso, po...Leer más...Pros: Sabe bastante del tema
Enseña aplicaciones
Utiliza simulaciones en pc para algunos temas
Soluciona las dudas con claridadCons: Su ritmo puede ser muy rápido para algunos
",4.5
536,"Es un muy buen profesor y persona, hace demostraciones pero con ello aporta trucos y formas de resolver los ejercicios que pone. Los parciales son lo que el explica y los ejercicios en estos son muy parecidos a los repasos que hace semanales y envia por correo. Ponia tareas pero de uno o dos ejercicios, que resolvia en clase si uno tenia alguna inq...Leer más...Pros: manda repaso semanal
parcial con lo que explica
tareas faciles y cortas",4.8
537,"Vi con diferencial y ecuaciones con él,  es bueno enseña lo necesario y valora mucho el esfuerzo en los parciales, en general regala el 25% de tareas... en ecuaciones se torna a veces confuso pero supongo que es por la complejidad de la materia.",4
538,"Enseña lo necesario,  tal vez le falta ser un poco más exigente,  en general es fácil. Recomendado. ",4.5
539,"Uno de los mejores profesores que he tenido, las clases no son aburridas y enseña demasiado bien. El mismo hace pdfs que resumen lo visto esa semana y los envia al correo junto con ejercicios para practicar. Los parciales son lo visto en clase y nada del otro mundo.",5
540,"Hay que estudiar y hacerle bastantes ejercicios, no hay que dejarse colgar, toca resolverle el libro desde el principio del semestre porque el no deja nada de talleres y faltando una semana para el pracial dice que hagan tales y tales ejercicios (bastantes), algunos salen en el parcial, enseña algunos temas bien pero corre mucho, avanza muy rápidoPros: Enseña bienCons: Corre mucho con los temas",4
541,"Es buen profesor, explica breve. Los parciales salen de los ejercicios del libro, 0 sorpresa. Pros: No se complica con demostraciones. Explica bien, se le entiende.
Saca los parciales y quices del libro.Cons: Hay que hacer todos los ejercicios del libro TODOS. 
Sus chiste son pesimos, trata de ser gay fiendly pero se nota muy forzado. Omar sigue intentando.",5
542,"No considero que sea buen profesor, explicó superficialmente muchos temas y los evalúo a profundidad en los parciales, a veces se confunde explicando y divaga en clases, pero es fácil pasarle porque usualmente deja quices en 5,0 y se equivoca diseñando y calificando los parciales y por eso le sube a todos Pros: Es una nota fácil, sobre todo si uno estudia el libro guía Cons: No se aprende a profundidad en la clase ",2
543,Explica los temas de manera superficial pero se hace entender. No sigue el orden de los temas propuestos en el cronograma.Pros: Da muchas ayudas como quices en parejas y quices que se resuelven en la casa. Al final del curso hizo un parcial opcional para cambiar la nota del peor parcial.Cons: Cuando explica omite teoremas o los explica de manera superficial.,3.7
544,"Este profe es muy relajado, lo malo es que no es el mejor docente con el que un estudiante se pueda topar en alguna materia.Pros: Parciales fáciles Cons: 1. Quices mas difíciles que los parciales.
2. No vimos la ultima parte del curso ya que el profe perdió demasiado tiempo en como sacarle valores y vectores propios a una matriz (cosa que no me parece muy necesaria). ",3
545,"La verdad un profesor promedio - mediocre, explica muy por encima y de mala gana y los parciales no son acordes con el nivel de las clases",3.3
546,"Excelente docente, explica super super bien. Los parciales son un poco complicados pero nada que una buena estudiada no pueda resolver.Pros: Explica super bien",5
547,"Explica muy por encima, aunque sus clases son entretenidas. No hace casi ejemplos en clase de los temas y los que hace son sencillos. Las evaluaciones son muy dificiles pues son ejercicios bastante complejos que no se comparan a la sencillez de los que realizo en clase",2
548,"Pros: Muy buenas las clases, se entienden los temas y parciales fáciles.",3.5
549,Explica bien e intenta que la clase no sea aburrida. En clase normalmente explica ejercicios difíciles pero los de los parciales son más sencillos.Pros: Es posible sacar muy buenas notas en los examenesCons: Desorden en el calendario: tocó ver los últimos temas a las carreras,4
550,"Epifanio no se podría catalogar como un mal profesor. Maneja a la perfección todos los temas de la clase y hace su mejor esfuerzo porque sus estudiantes los manejen también. La mayoría del tiempo de clase consta de ""ejemplos-ejercicios"" para ilustrar los conceptos que está explicando. Sin embargo, el mayor problema que tiene, y el motivo por el cua...Leer más...Pros: - Explica bien
- Resuelve todas las dudas en clase
- Los Quices son parecidos a los ejercicios en clase
Cons: - Los parciales son muy difíciles y pueden incluir conceptos que solo se mencionaron en alguna clase
- Escuelero",3.5
551,"El profesor explica bien, pero tiene una manera de enseñar que por lo menos a mi no me cautiva, no se enfoca mucho en darle a uno una motivación para saber para que le sirve a uno la materia que esta viendo, los parciales son difíciles,nada comparados con los quices, por lo menos en este periodo los únicos talleres que envió para reforzar el aprend...Leer más...Pros: Explica relativamente bienCons: En el horario de 7-9 siempre llega 20 min tarde

Parciales Difíciles ",2.3
552,"Es un excelente profesor. Explica muy bien todos los temas y a detalle.
Los parciales tienen alto nivel de dificultad y ""cáscaras""; pero si se estudia es fácil de entenderlo.
A veces puede ser apático.Pros: Explica muy bienCons: Sus parciales son difíciles.
A veces va muy rápido.",4.2
